Country,Year,Inflation
"Gambia, The",2012,4.254321998
Guinea-Bissau,2012,2.130545803
Equatorial Guinea,2012,3.656620483
Greece,2012,1.501526962
Grenada,2012,2.41077704
Greenland,2012,
Guatemala,2012,3.781807547
Guam,2012,
Guyana,2012,2.391935213
High income,2012,2.585324328
"Hong Kong SAR, China",2012,4.053909509
Honduras,2012,5.196186155
Heavily indebted poor countries (HIPC),2012,6.314744503
Croatia,2012,3.412073491
Haiti,2012,5.018041554
Hungary,2012,5.652145171
IBRD only,2012,4.279499996
IDA & IBRD total,2012,5.008525463
IDA total,2012,5.713844342
IDA blend,2012,4.177635871
Indonesia,2012,4.279499996
IDA only,2012,5.981721323
Isle of Man,2012,
India,2012,9.478996914
Not classified,2012,
Ireland,2012,1.696208973
"Iran, Islamic Rep.",2012,27.25681272
Iraq,2012,6.089096416
Iceland,2012,5.185899888
Israel,2012,1.679207194
Italy,2012,3.041363332
Jamaica,2012,6.873977087
Jordan,2012,4.515229567
Japan,2012,-0.04406451
Kazakhstan,2012,5.09791485
Kenya,2012,9.377767482
Kyrgyz Republic,2012,2.768442365
Cambodia,2012,2.934316093
Kiribati,2012,-3.045862928
St. Kitts and Nevis,2012,0.816089282
"Korea, Rep.",2012,2.187071044
Kuwait,2012,3.255146003
Latin America & Caribbean (excluding high income),2012,4.111509811
Lao PDR,2012,4.255126778
Lebanon,2012,6.581474477
Liberia,2012,6.831787034
Libya,2012,6.059803922
St. Lucia,2012,4.177635871
Latin America & Caribbean,2012,3.781807547
Least developed countries: UN classification,2012,6.441212809
Low income,2012,6.831787034
Liechtenstein,2012,
Sri Lanka,2012,7.542913732
Lower middle income,2012,5.981721323
Low & middle income,2012,5.014114643
Lesotho,2012,6.051436621
Late-demographic dividend,2012,3.316055667
Lithuania,2012,3.089982771
Luxembourg,2012,2.662841655
Latvia,2012,2.257789244
"Macao SAR, China",2012,6.107389283
St. Martin (French part),2012,
Morocco,2012,1.287122401
Monaco,2012,
Moldova,2012,4.546334274
Madagascar,2012,5.713844342
Maldives,2012,10.88469566
Middle East & North Africa,2012,3.731209508
Mexico,2012,4.111509811
Marshall Islands,2012,
Middle income,2012,4.537205082
North Macedonia,2012,3.316055667
Mali,2012,5.323128471
Malta,2012,2.375820578
Myanmar,2012,1.467583227
Middle East & North Africa (excluding high income),2012,6.089096416
Montenegro,2012,4.14524725
Mongolia,2012,14.33033483
Northern Mariana Islands,2012,
Mozambique,2012,2.60245457
Mauritania,2012,4.902427272
Mauritius,2012,3.852160333
Malawi,2012,21.271265
Malaysia,2012,1.663571025
North America,2012,1.792507748
Namibia,2012,6.721997773
New Caledonia,2012,1.749672346
Niger,2012,0.45508982
Nigeria,2012,12.2242413
Nicaragua,2012,7.193550533
Netherlands,2012,2.455547653
Norway,2012,0.696864111
Nepal,2012,9.459809804
Nauru,2012,-0.124750499
New Zealand,2012,1.059913184
OECD members,2012,2.529455209
Oman,2012,2.947734953
Other small states,2012,4.039323561
Pakistan,2012,9.682351861
Panama,2012,5.698199403
Peru,2012,3.611212949
Philippines,2012,3.026963911
Palau,2012,3.614180479
Papua New Guinea,2012,4.537205082
Poland,2012,3.560371517
Pre-demographic dividend,2012,6.441212809
Puerto Rico,2012,
"Korea, Dem. People's Rep.",2012,
Portugal,2012,2.773338541
Paraguay,2012,3.67591898
West Bank and Gaza,2012,2.779087683
Pacific island small states,2012,2.049018835
Post-demographic dividend,2012,2.485675622
French Polynesia,2012,
Qatar,2012,2.315348534
Romania,2012,3.334922677
Russian Federation,2012,5.074743008
Rwanda,2012,10.27101823
South Asia,2012,9.469403359
Saudi Arabia,2012,2.866268875
Sudan,2012,35.55905741
Senegal,2012,1.418228712
Singapore,2012,4.575602704
Solomon Islands,2012,5.912006025
Sierra Leone,2012,6.587762394
El Salvador,2012,1.729734816
San Marino,2012,2.827332242
Somalia,2012,
Serbia,2012,7.330385896
Sub-Saharan Africa (excluding high income),2012,6.575899708
South Sudan,2012,45.52589784
Sub-Saharan Africa,2012,6.581831051
Small states,2012,3.635400481
Sao Tome and Principe,2012,10.63793534
Suriname,2012,5.006863194
Slovak Republic,2012,3.606102635
Slovenia,2012,2.59741386
Sweden,2012,0.888377507
Eswatini,2012,8.939646828
Sint Maarten (Dutch part),2012,4.015184211
Seychelles,2012,7.110370623
Syrian Arab Republic,2012,36.70229534
Turks and Caicos Islands,2012,
Chad,2012,7.516623647
East Asia & Pacific (IDA & IBRD countries),2012,3.026963911
Europe & Central Asia (IDA & IBRD countries),2012,3.373498084
Togo,2012,2.577181741
Thailand,2012,3.014899503
Tajikistan,2012,5.83116601
Turkmenistan,2012,
Latin America & the Caribbean (IDA & IBRD countries),2012,4.111509811
Timor-Leste,2012,11.80030967
Middle East & North Africa (IDA & IBRD countries),2012,6.335285446
Tonga,2012,1.147538537
South Asia (IDA & IBRD),2012,9.469403359
Sub-Saharan Africa (IDA & IBRD countries),2012,6.581831051
Trinidad and Tobago,2012,9.260281371
Tunisia,2012,4.611844322
Turkiye,2012,8.891569965
Tuvalu,2012,
Tanzania,2012,16.00109385
Uganda,2012,12.67903772
Ukraine,2012,0.568727972
Upper middle income,2012,3.67591898
Uruguay,2012,8.097765806
United States,2012,2.069337265
Uzbekistan,2012,13.20880267
St. Vincent and the Grenadines,2012,2.598444141
"Venezuela, RB",2012,21.06899563
British Virgin Islands,2012,
Virgin Islands (U.S.),2012,
Viet Nam,2012,9.094703396
Vanuatu,2012,1.347403629
World,2012,3.725326661
Samoa,2012,2.049018835
Kosovo,2012,2.476737822
"Yemen, Rep.",2012,9.885387145
South Africa,2012,5.724657917
Zambia,2012,6.575899708
Zimbabwe,2012,3.725326661
Aruba,2013,-2.372065243
Africa Eastern and Southern,2013,5.750981334
Afghanistan,2013,7.385771784
Africa Western and Central,2013,2.439200761
Angola,2013,8.777814293
Albania,2013,1.937620802
Andorra,2013,
Arab World,2013,3.238108339
United Arab Emirates,2013,1.101118364
Argentina,2013,
Armenia,2013,5.789667785
American Samoa,2013,
Antigua and Barbuda,2013,1.059497824
Australia,2013,2.449888641
Austria,2013,2.000156169
Azerbaijan,2013,2.415717453
Burundi,2013,7.937958075
Belgium,2013,1.11309594
Benin,2013,0.428888889
Burkina Faso,2013,0.533738507
Bangladesh,2013,7.530406409
Bulgaria,2013,0.890093541
Bahrain,2013,3.300011569
"Bahamas, The",2013,0.722414785
Bosnia and Herzegovina,2013,
Belarus,2013,18.31226104
Belize,2013,0.509747769
Bermuda,2013,
Bolivia,2013,5.736400237
Brazil,2013,6.204310666
Barbados,2013,1.81410436
Brunei Darussalam,2013,0.389205053
Bhutan,2013,8.776383453
Botswana,2013,5.884607071
Central African Republic,2013,6.98879342
Canada,2013,0.938291898
Central Europe and the Baltics,2013,1.438297872
Switzerland,2013,-0.217323155
Channel Islands,2013,
Chile,2013,1.78955554
China,2013,2.621050017
Cote d'Ivoire,2013,2.581170373
Cameroon,2013,2.05034718
"Congo, Dem. Rep.",2013,0.808223101
"Congo, Rep.",2013,4.631616197
Colombia,2013,2.016992243
Comoros,2013,-4.294873315
Cabo Verde,2013,1.506542857
Costa Rica,2013,5.231336142
Caribbean small states,2013,1.10698554
Cuba,2013,
Curacao,2013,1.332320862
Cayman Islands,2013,2.160611468
Cyprus,2013,-0.399357676
Czechia,2013,1.438297872
Germany,2013,1.504723303
Djibouti,2013,2.706032429
Dominica,2013,-0.046411647
Denmark,2013,0.78907178
Dominican Republic,2013,4.830950967
Algeria,2013,3.25423911
East Asia & Pacific (excluding high income),2013,2.927583516
Early-demographic dividend,2013,4.824623143
East Asia & Pacific,2013,2.582687661
Europe & Central Asia (excluding high income),2013,4.803762714
Europe & Central Asia,2013,1.750681959
Ecuador,2013,2.721775777
"Egypt, Arab Rep.",2013,9.469719811
Euro area,2013,1.219993423
Eritrea,2013,
Spain,2013,1.408581092
Estonia,2013,2.78056659
Ethiopia,2013,7.464021929
European Union,2013,1.219993423
Fragile and conflict affected situations,2013,3.433585268
Finland,2013,1.478286157
Fiji,2013,2.913541936
France,2013,0.863715498
Faroe Islands,2013,
"Micronesia, Fed. Sts.",2013,1.752327374
Gabon,2013,0.505441059
United Kingdom,2013,2.291666667
Georgia,2013,-0.512058411
Ghana,2013,11.66619231
Gibraltar,2013,
Guinea,2013,11.88758845
"Gambia, The",2013,5.699129896
Guinea-Bissau,2013,1.207125557
Equatorial Guinea,2013,2.948876946
Greece,2013,-0.921269454
Grenada,2013,-0.043999786
Greenland,2013,
Guatemala,2013,4.343371313
Guam,2013,
Guyana,2013,1.901251819
High income,2013,1.478286157
"Hong Kong SAR, China",2013,4.337993421
Honduras,2013,5.161898986
Heavily indebted poor countries (HIPC),2013,5.161898986
Croatia,2013,2.216582064
Haiti,2013,4.765024048
Hungary,2013,1.73319985
IBRD only,2013,3.984712355
IDA & IBRD total,2013,4.343371313
IDA total,2013,4.885163876
IDA blend,2013,2.913541936
Indonesia,2013,6.412513302
IDA only,2013,5.009646453
Isle of Man,2013,
India,2013,10.01787847
Not classified,2013,
Ireland,2013,0.508714869
"Iran, Islamic Rep.",2013,36.60303552
Iraq,2013,1.879498007
Iceland,2013,3.872279237
Israel,2013,1.570255392
Italy,2013,1.219993423
Jamaica,2013,9.341500766
Jordan,2013,4.824623143
Japan,2013,0.335037912
Kazakhstan,2013,5.846409173
Kenya,2013,5.71749357
Kyrgyz Republic,2013,6.613752024
Cambodia,2013,2.941625095
Kiribati,2013,-1.488059085
St. Kitts and Nevis,2013,1.10698554
"Korea, Rep.",2013,1.301347545
Kuwait,2013,2.682296841
Latin America & Caribbean (excluding high income),2013,2.767896661
Lao PDR,2013,6.371427178
Lebanon,2013,4.821019563
Liberia,2013,7.577306817
Libya,2013,2.605818027
St. Lucia,2013,1.46856511
Latin America & Caribbean,2013,2.528647885
Least developed countries: UN classification,2013,5.643038834
Low income,2013,5.611629338
Liechtenstein,2013,
Sri Lanka,2013,6.908450348
Lower middle income,2013,5.3537996
Low & middle income,2013,4.698320123
Lesotho,2013,4.865118995
Late-demographic dividend,2013,2.682296841
Lithuania,2013,1.047479371
Luxembourg,2013,1.734039635
Latvia,2013,-0.029454778
"Macao SAR, China",2013,5.500577792
St. Martin (French part),2013,
Morocco,2013,1.880654667
Monaco,2013,
Moldova,2013,4.597878974
Madagascar,2013,5.826429445
Maldives,2013,3.805630009
Middle East & North Africa,2013,2.964004999
Mexico,2013,3.806390697
Marshall Islands,2013,
Middle income,2013,4.470625143
North Macedonia,2013,2.785000567
Mali,2013,-0.606736356
Malta,2013,1.180284364
Myanmar,2013,5.643038834
Middle East & North Africa (excluding high income),2013,4.037629336
Montenegro,2013,2.205892681
Mongolia,2013,10.49065676
Northern Mariana Islands,2013,
Mozambique,2013,4.261352509
Mauritania,2013,4.129101738
Mauritius,2013,3.543295739
Malawi,2013,27.28333333
Malaysia,2013,2.105012312
North America,2013,1.201562277
Namibia,2013,5.600925023
New Caledonia,2013,1.27761319
Niger,2013,2.29723115
Nigeria,2013,8.495518383
Nicaragua,2013,7.135467853
Netherlands,2013,2.506898527
Norway,2013,2.120486204
Nepal,2013,9.040163119
Nauru,2013,
New Zealand,2013,1.134422664
OECD members,2013,1.451565264
Oman,2013,1.045528388
Other small states,2013,3.260994569
Pakistan,2013,7.692156119
Panama,2013,4.027160534
Peru,2013,2.767896661
Philippines,2013,2.582687661
Palau,2013,3.354810042
Papua New Guinea,2013,4.96031746
Poland,2013,0.991982606
Pre-demographic dividend,2013,4.631616197
Puerto Rico,2013,
"Korea, Dem. People's Rep.",2013,
Portugal,2013,0.274416667
Paraguay,2013,2.683857387
West Bank and Gaza,2013,1.724399336
Pacific island small states,2013,1.605630546
Post-demographic dividend,2013,1.423439482
French Polynesia,2013,
Qatar,2013,3.221977568
Romania,2013,3.984712355
Russian Federation,2013,6.753710262
Rwanda,2013,5.92426868
South Asia,2013,7.611281264
Saudi Arabia,2013,3.532524707
Sudan,2013,36.52234491
Senegal,2013,0.710245487
Singapore,2013,2.358604154
Solomon Islands,2013,5.391363886
Sierra Leone,2013,5.52412878
El Salvador,2013,0.757669185
San Marino,2013,1.604392981
Somalia,2013,
Serbia,2013,7.694263629
Sub-Saharan Africa (excluding high income),2013,4.905208757
South Sudan,2013,-0.058090978
Sub-Saharan Africa,2013,4.885163876
Small states,2013,1.923436041
Sao Tome and Principe,2013,8.105832709
Suriname,2013,1.923436041
Slovak Republic,2013,1.40047369
Slovenia,2013,1.769200859
Sweden,2013,-0.04429297
Eswatini,2013,5.621306235
Sint Maarten (Dutch part),2013,2.528647885
Seychelles,2013,4.338938483
Syrian Arab Republic,2013,
Turks and Caicos Islands,2013,
Chad,2013,0.222671565
East Asia & Pacific (IDA & IBRD countries),2013,2.927583516
Europe & Central Asia (IDA & IBRD countries),2013,3.984712355
Togo,2013,1.825394759
Thailand,2013,2.184886185
Tajikistan,2013,5.009646453
Turkmenistan,2013,
Latin America & the Caribbean (IDA & IBRD countries),2013,2.767896661
Timor-Leste,2013,10.98723442
Middle East & North Africa (IDA & IBRD countries),2013,4.821019563
Tonga,2013,0.775629322
South Asia (IDA & IBRD),2013,7.611281264
Sub-Saharan Africa (IDA & IBRD countries),2013,4.885163876
Trinidad and Tobago,2013,5.199817405
Tunisia,2013,5.316235313
Turkiye,2013,7.493090305
Tuvalu,2013,
Tanzania,2013,7.870723646
Uganda,2013,4.905208757
Ukraine,2013,-0.238948626
Upper middle income,2013,2.744836219
Uruguay,2013,8.57513504
United States,2013,1.464832656
Uzbekistan,2013,11.84143336
St. Vincent and the Grenadines,2013,0.805127804
"Venezuela, RB",2013,40.63942752
British Virgin Islands,2013,
Virgin Islands (U.S.),2013,
Viet Nam,2013,6.592674759
Vanuatu,2013,1.458933718
World,2013,2.651673429
Samoa,2013,0.610085721
Kosovo,2013,1.767324284
"Yemen, Rep.",2013,10.96844215
South Africa,2013,5.784469097
Zambia,2013,6.977676055
Zimbabwe,2013,1.634950415
Aruba,2014,0.421440919
Africa Eastern and Southern,2014,5.37028961
Afghanistan,2014,4.673996035
Africa Western and Central,2014,1.768435821
Angola,2014,7.280387304
Albania,2014,1.625865044
Andorra,2014,
Arab World,2014,2.647553212
United Arab Emirates,2014,2.346268657
Argentina,2014,
Armenia,2014,2.981308689
American Samoa,2014,
Antigua and Barbuda,2014,1.089441574
Australia,2014,2.487922705
Austria,2014,1.60581183
Azerbaijan,2014,1.373441815
Burundi,2014,4.405352342
Belgium,2014,0.340002833
Benin,2014,-0.548757551
Burkina Faso,2014,-0.258089518
Bangladesh,2014,6.991638892
Bulgaria,2014,-1.418183803
Bahrain,2014,2.647553212
"Bahamas, The",2014,1.513756431
Bosnia and Herzegovina,2014,
Belarus,2014,18.11955435
Belize,2014,1.201399645
Bermuda,2014,
Bolivia,2014,5.766600746
Brazil,2014,6.329040155
Barbados,2014,1.769503221
Brunei Darussalam,2014,-0.207108732
Bhutan,2014,8.271060939
Botswana,2014,4.402253092
Central African Republic,2014,14.89868418
Canada,2014,1.906635907
Central Europe and the Baltics,2014,0.053821313
Switzerland,2014,-0.013202539
Channel Islands,2014,
Chile,2014,4.718675279
China,2014,1.921641628
Cote d'Ivoire,2014,0.448682077
Cameroon,2014,1.854898504
"Congo, Dem. Rep.",2014,1.243038898
"Congo, Rep.",2014,0.912139545
Colombia,2014,2.898837878
Comoros,2014,
Cabo Verde,2014,-0.238778145
Costa Rica,2014,4.519200985
Caribbean small states,2014,1.201399645
Cuba,2014,
Curacao,2014,1.498739696
Cayman Islands,2014,1.273979115
Cyprus,2014,-1.354988854
Czechia,2014,0.34398859
Germany,2014,0.906794
Djibouti,2014,1.341864943
Dominica,2014,0.799250373
Denmark,2014,0.56402054
Dominican Republic,2014,2.998642261
Algeria,2014,2.916926921
East Asia & Pacific (excluding high income),2014,3.370406974
Early-demographic dividend,2014,4.018616081
East Asia & Pacific,2014,2.510876333
Europe & Central Asia (excluding high income),2014,4.078798825
Europe & Central Asia,2014,0.624517311
Ecuador,2014,3.589220166
"Egypt, Arab Rep.",2014,10.07021547
Euro area,2014,0.24104743
Eritrea,2014,
Spain,2014,-0.151114838
Estonia,2014,-0.106175147
Ethiopia,2014,6.890019516
European Union,2014,0.199343827
Fragile and conflict affected situations,2014,2.235974079
Finland,2014,1.041196212
Fiji,2014,0.519306475
France,2014,0.507758823
Faroe Islands,2014,
"Micronesia, Fed. Sts.",2014,0.650284892
Gabon,2014,4.690457518
United Kingdom,2014,1.451120163
Georgia,2014,3.068812104
Ghana,2014,15.48961603
Gibraltar,2014,
Guinea,2014,6.150505567
"Gambia, The",2014,5.947999357
Guinea-Bissau,2014,-1.509244606
Equatorial Guinea,2014,4.309998661
Greece,2014,-1.312260964
Grenada,2014,-0.983603056
Greenland,2014,
Guatemala,2014,3.418361697
Guam,2014,
Guyana,2014,0.852630498
High income,2014,1.02514803
"Hong Kong SAR, China",2014,4.42364532
Honduras,2014,6.129249303
Heavily indebted poor countries (HIPC),2014,3.969860452
Croatia,2014,-0.21519616
Haiti,2014,3.4381666
Hungary,2014,-0.227566271
IBRD only,2014,3.589220166
IDA & IBRD total,2014,3.525662038
IDA total,2014,3.516955514
IDA blend,2014,0.912139545
Indonesia,2014,6.394925408
IDA only,2014,3.992465841
Isle of Man,2014,
India,2014,6.665656719
Not classified,2014,
Ireland,2014,0.182542317
"Iran, Islamic Rep.",2014,16.60655324
Iraq,2014,2.235974079
Iceland,2014,2.044614815
Israel,2014,0.479786761
Italy,2014,0.24104743
Jamaica,2014,8.274078862
Jordan,2014,2.89947905
Japan,2014,2.759226714
Kazakhstan,2014,6.706578291
Kenya,2014,6.878154993
Kyrgyz Republic,2014,7.534247298
Cambodia,2014,3.855688614
Kiribati,2014,2.103985209
St. Kitts and Nevis,2014,0.247865392
"Korea, Rep.",2014,1.274774464
Kuwait,2014,2.908926729
Latin America & Caribbean (excluding high income),2014,3.4381666
Lao PDR,2014,4.129243069
Lebanon,2014,1.854604213
Liberia,2014,9.861112856
Libya,2014,2.432941416
St. Lucia,2014,3.516955514
Latin America & Caribbean,2014,3.383412727
Least developed countries: UN classification,2014,4.522332028
Low income,2014,3.740529516
Liechtenstein,2014,
Sri Lanka,2014,3.179002282
Lower middle income,2014,5.165902379
Low & middle income,2014,3.589220166
Lesotho,2014,5.37028961
Late-demographic dividend,2014,2.044614815
Lithuania,2014,0.103758009
Luxembourg,2014,0.628543985
Latvia,2014,0.620490637
"Macao SAR, China",2014,6.048234521
St. Martin (French part),2014,
Morocco,2014,0.442310054
Monaco,2014,
Moldova,2014,5.088785546
Madagascar,2014,6.080408111
Maldives,2014,2.120001757
